Customer_ID,Propensity_Score,Premium_Plan,Device_Purchase
638,0.957770424,Yes,Yes
639,0.272074156,No,No
640,0.269671502,Yes,No
641,0.704293449,Yes,No
642,0.928410774,No,No
643,0.824555825,No,Yes
644,0.727039558,No,No
645,0.387309198,No,Yes
646,0.717767335,No,Yes
647,0.801095576,No,Yes
648,0.75328568,Yes,No
649,0.676810798,Yes,No
650,0.047131252,No,Yes
651,0.659714933,No,No
652,0.478294655,No,No
653,0.961569272,No,No
654,0.607189883,No,No
655,0.608227256,No,No
656,0.994055187,No,No
657,0.09358779,No,No
658,0.276316285,No,No
659,0.656079439,No,No
660,0.315236256,No,No
661,0.346150148,No,No
662,0.89264494,No,No
663,0.579353905,No,No
664,0.102865583,No,No
665,0.310862586,No,Yes
666,0.076058376,No,No
667,0.556129933,No,No
668,0.173268196,No,No
669,0.85711515,No,No
670,0.577314026,No,No
671,0.059375642,No,No
672,0.300875664,No,No
673,0.616337667,Yes,No
674,0.335498318,No,No
675,0.513176669,Yes,No
676,0.909362295,No,No
677,0.350035971,Yes,No
678,0.335872862,No,No
679,0.819756841,Yes,Yes
680,0.318756523,No,No
681,0.077958344,Yes,No
682,0.180944954,No,No
683,0.948800251,No,No
684,0.933292793,Yes,No
685,0.224812091,No,No
686,0.553501873,No,Yes
687,0.1373681,Yes,No
688,0.674677629,Yes,No
689,0.185305796,Yes,No
690,0.049790423,No,No
691,0.824896807,No,No
692,0.325400383,No,No
693,0.108522404,No,No
694,0.833903951,No,No
695,0.762397478,No,No
696,0.68375845,No,No
697,0.91124871,No,No
698,0.489226087,No,No
699,0.128056498,Yes,No
700,0.06134641,No,No
701,0.318441018,Yes,No
702,0.08683083,No,No
703,0.53550944,No,Yes
704,0.014499018,Yes,No
705,0.443763302,No,No
706,0.17846029,No,No
707,0.368268044,No,No
708,0.675034075,No,No
709,0.350963771,No,No
710,0.341339887,Yes,No
711,0.990750733,No,No
712,0.718814723,Yes,No
713,0.513861712,No,No
714,0.579375651,Yes,No
715,0.620182632,No,No
716,0.024575399,No,No
717,0.080264591,No,No
718,0.649189351,No,No
719,0.364468859,No,No
720,0.05544404,Yes,No
721,0.297513246,No,No
722,0.13028342,No,Yes
723,0.916313842,No,No
724,0.202925393,Yes,No
725,0.143691197,No,No
726,0.626168817,No,No
727,0.52191193,No,No
728,0.575932454,Yes,No
729,0.435948148,Yes,No
730,0.467169311,Yes,No
731,0.778797556,Yes,No
732,0.219922185,No,No
733,0.396529303,No,No
734,0.957825385,No,No
735,0.189985701,No,No
736,0.293773595,No,No
737,0.191566924,No,No
738,0.020495496,No,No
739,0.269829925,No,No
740,0.046467446,Yes,No
741,0.154685126,Yes,No
742,0.36268207,Yes,No
743,0.020721217,No,No
744,0.752956566,No,Yes
745,0.795589014,Yes,No
746,0.411413802,Yes,No
747,0.984665979,No,No
748,0.678993915,No,No
749,0.743721748,No,No
750,0.192300424,Yes,No
751,0.837437623,No,No
752,0.945046398,Yes,No
753,0.236310167,No,No
754,0.686464294,No,No
755,0.746941049,No,No
756,0.305169172,No,Yes
757,0.475009003,Yes,No
758,0.097539094,No,No
759,0.173094804,No,No
760,0.061570524,No,No
761,0.560165491,No,No
762,0.625262897,No,Yes
763,0.916119583,No,No
764,0.542184811,Yes,No
765,0.260611371,No,Yes
766,0.059473547,No,No
767,0.884953053,No,No
768,0.478858079,No,No
769,0.737321989,No,No
770,0.014649349,No,No
771,0.488138923,No,No
772,0.325722623,No,No
773,0.030331273,No,Yes
774,0.775672807,Yes,No
775,0.512901653,No,No
776,0.333180243,No,No
777,0.805798484,No,No
778,0.446923452,No,No
779,0.003497956,Yes,No
780,0.944447632,No,No
781,0.25568274,No,Yes
782,0.830575522,No,Yes
783,0.816415384,No,No
784,0.162373931,No,No
785,0.474002681,No,No
786,0.040198978,No,No
787,0.354551673,No,No
788,0.730978843,No,No
789,0.23706947,No,No
790,0.117127931,No,No
791,0.507123551,No,No
792,0.536986384,Yes,No
793,0.675828931,Yes,No
794,0.759137747,No,Yes
795,0.695809531,No,No
796,0.845412208,No,No
797,0.222906464,No,No
798,0.569766746,Yes,No
799,0.360095357,No,No
800,0.962112357,Yes,No
801,0.440279523,No,No
802,0.959713933,No,Yes
803,0.769065654,No,No
804,0.718463862,No,No
805,0.491563712,No,Yes
806,0.443378134,No,No
807,0.526548188,Yes,No
808,0.293633063,No,No
809,0.90450994,No,Yes
810,0.794330655,No,No
811,0.801395854,No,No
812,0.433153595,Yes,Yes
813,0.071088948,No,No
814,0.683077318,Yes,No
815,0.374413584,No,No
816,0.870430312,Yes,No
817,0.780338438,No,No
818,0.145328142,No,No
819,0.601715731,No,No
820,0.692213926,No,No
821,0.56813758,No,No
822,0.514042176,No,No
823,0.227863075,No,No
824,0.235906844,Yes,No
825,0.768008139,Yes,No
826,0.018689786,No,No
827,0.778910063,No,No
828,0.526798737,Yes,Yes
829,0.936222652,No,No
830,0.997321548,Yes,No
831,0.663484565,No,No
832,0.412257194,No,No
833,0.475085909,No,No
834,0.204215428,No,No
835,0.099234324,No,No
836,0.578763393,Yes,Yes
837,0.805495098,No,No
838,0.261766518,No,No
839,0.41965281,No,No
840,0.554773662,No,No
841,0.90789782,No,No
842,0.138631228,No,No
843,0.236883169,No,No
844,0.918530452,No,No
845,0.039535593,Yes,No
846,0.656115634,No,No
847,0.639525883,No,No
848,0.383254434,No,No
849,0.468164679,No,No
850,0.854917951,No,No
851,0.164982063,No,No
852,0.231567478,No,No
853,0.512350411,No,No
854,0.409745423,No,No
855,0.574372498,No,No
856,0.920839186,No,No
857,0.917102018,No,No
858,0.23001834,Yes,No
859,0.302144613,No,No
860,0.162068681,No,No
861,0.927790371,No,No
862,0.39786413,No,No
863,0.449705145,No,Yes
864,0.802640781,No,No
865,0.512973473,No,No
866,0.119755482,Yes,No
867,0.437848709,No,No
868,0.630524043,Yes,No
869,0.719209088,Yes,No
870,0.645351853,No,No
871,0.119180719,No,No
872,0.304344525,No,No
873,0.733564645,No,No
874,0.880190194,No,No
875,0.047186415,No,Yes
876,0.042229108,Yes,No
877,0.643404529,No,No
878,0.548046154,No,No
879,0.155339051,No,No
880,0.548291582,No,No
881,0.974487344,Yes,No
882,0.63090022,No,No
883,0.449141156,No,Yes
884,0.827532488,No,No
885,0.212822486,No,No
886,0.414326431,No,Yes
887,0.527767892,No,No
888,0.504539892,No,No
889,0.920972469,No,No
890,0.292668107,No,No
891,0.056503721,No,No
892,0.916377205,Yes,No
893,0.217067657,Yes,No
894,0.379027974,Yes,No
895,0.530891625,No,No
896,0.975880471,Yes,No
897,0.535268442,No,No
898,0.447743307,No,No
899,0.58363848,No,No
900,0.97080816,No,No
901,0.817944599,No,Yes
902,0.168968136,No,No
903,0.803260015,No,No
904,0.84109906,No,No
905,0.690694104,No,No
906,0.657233459,No,Yes
907,0.440877001,No,No
908,0.641695387,No,No
909,0.737574972,No,No
910,0.122820248,No,No
911,0.25732996,No,No
912,0.194081879,Yes,No
913,0.841211837,No,No
914,0.680002592,No,No
915,0.45077854,No,No
916,0.82605575,No,No
917,0.71678134,No,No
918,0.913593082,No,No
919,0.076806996,Yes,No
920,0.509157382,No,No
921,0.706747904,Yes,Yes
922,0.207493187,No,No
923,0.327126232,No,No
924,0.418976251,No,No
925,0.794325618,No,No
926,0.493576201,No,No
927,0.492870033,Yes,Yes
928,0.430887619,No,No
929,0.228589089,Yes,No
930,0.923071536,No,No
931,0.317801121,Yes,Yes
932,0.567465661,No,No
933,0.148779736,Yes,No
934,0.434243392,Yes,No
935,0.903803516,No,No
936,0.995465239,No,No
937,0.361751857,Yes,No
938,0.153990546,No,No
939,0.314451527,No,No
940,0.327241768,No,No
941,0.644508794,No,No
942,0.496156724,No,Yes
943,0.768459728,No,No
944,0.701303284,No,No
945,0.251308724,No,No
946,0.78425569,No,No
947,0.847461867,No,Yes
948,0.59839019,No,No
949,0.927667709,No,No
950,0.782948123,No,No
951,0.595395907,No,No
952,0.906165997,No,No
953,0.60035848,Yes,No
954,0.521191127,No,No
955,0.35625834,No,No
956,0.882863331,Yes,No
957,0.122727171,No,No
958,0.473502714,No,No
959,0.537413332,No,No
960,0.554749107,No,No
961,0.65188983,No,No
962,0.505795624,No,Yes
963,0.256818148,Yes,Yes
964,0.856944396,No,No
965,0.657525328,Yes,No
966,0.858187814,No,No
967,0.276043491,No,No
968,0.637056895,No,No
969,0.714173745,No,No
970,0.38340516,No,No
971,0.812244118,No,No
972,0.002508775,No,No
973,0.59491975,No,No
974,0.61356847,No,No
975,0.533843093,No,No
976,0.630048487,No,No
977,0.167226857,No,No
978,0.684781482,No,No
979,0.335788963,No,No
980,0.452053743,No,No
981,0.333109364,No,No
982,0.473936203,No,No
983,0.621569227,No,No
984,0.838343471,No,No
985,0.483435058,No,No
986,0.323223828,No,No
987,0.487941879,Yes,No
988,0.688803664,No,No
989,0.346700717,No,No
990,0.414282075,No,No
991,0.562839817,No,No
992,0.294009264,No,No
993,0.20908466,No,No
994,0.140392284,Yes,No
995,0.352609983,Yes,No
996,0.048342906,No,No
997,0.583482527,No,No
998,0.175909366,No,Yes
999,0.377394792,No,No
1000,0.269222815,No,No
1001,0.630389966,No,No
1002,0.850345661,No,No
1003,0.633301043,Yes,No
1004,0.542504929,No,No
1005,0.669083739,No,No
1006,0.029990638,No,No
1007,0.122844661,No,No
1008,0.094927236,No,Yes
1009,0.098197166,No,No
1010,0.260483715,No,No
1011,0.53205226,Yes,No
1012,0.114681579,No,No
1013,0.935116241,No,No
1014,0.854256803,No,No
1015,0.971644354,No,Yes
1016,0.042500045,No,No
1017,0.851402447,No,No
1018,0.803734075,No,No
1019,0.902105865,No,No
1020,0.527944168,No,No
1021,0.787889071,Yes,No
1022,0.051286879,Yes,No
1023,0.075877789,No,No
1024,0.118532241,No,No
1025,0.914788863,No,Yes
1026,0.061169349,No,No
1027,0.100149527,Yes,No
1028,0.930410403,No,Yes
1029,0.107392582,No,No
1030,0.869756299,No,No
1031,0.789270788,No,No
1032,0.040281989,Yes,No
1033,0.021847397,No,Yes
1034,0.534388384,No,No
1035,0.997175404,No,Yes
1036,0.87883016,No,Yes
1037,0.310025433,Yes,Yes
1038,0.386309234,Yes,No
1039,0.387905996,No,No
1040,0.734178816,No,No
1041,0.341132753,No,No
1042,0.147797061,Yes,No
1043,0.747107409,Yes,No
1044,0.458015618,No,No
1045,0.076778724,No,No
1046,0.790052268,No,No
1047,0.585311264,No,Yes
1048,0.489369325,No,No
1049,0.673343167,Yes,No
1050,0.505367683,No,No
1051,0.648420148,No,No
1052,0.867488545,No,No
1053,0.613514368,No,No
1054,0.659600498,Yes,No
1055,0.613856069,No,No
1056,0.531179778,No,No
1057,0.171972411,Yes,No
1058,0.335677644,No,Yes
1059,0.693108967,No,No
1060,0.425476107,Yes,No
1061,0.406129012,No,No
1062,0.759269284,No,No
1063,0.005568861,No,No
1064,0.67899448,No,No
1065,0.48922651,No,No
1066,0.376762581,No,No
1067,0.340536612,No,No
1068,0.172875495,Yes,No
1069,0.334252083,No,No
1070,0.391418472,No,Yes
1071,0.437448919,No,No
1072,0.672300639,No,No
1073,0.453571019,No,No
1074,0.796284304,Yes,No
1075,0.639737997,No,No
1076,0.189597079,No,No
1077,0.277173173,No,No
1078,0.079249186,No,No
1079,0.945721755,No,No
1080,0.886550481,No,No
1081,0.084796225,Yes,No
1082,0.574076016,No,Yes
1083,0.960401819,No,No
1084,0.74714279,No,No
1085,0.491812194,Yes,No
1086,0.241102989,No,No
1087,0.279037075,No,No
1088,0.736237955,No,No
1089,0.780575273,No,No
1090,0.528693324,No,No
1091,0.120948702,Yes,Yes
1092,0.933868374,No,No
1093,0.844762735,No,No
1094,0.140538779,No,No
