Customer_ID,Monthly_Charge,Data_Usage_GB,Call_Usage_Minutes,Customer_Satisfaction_Score,Contract_Length_Months,Number_of_Complaints,Device_Type,Churn_Status,International_Call_Minutes,Roaming_Usage_Minutes,Add_on_Services_Opted
CUST_36,84.67178784931689,71.14743370842328,414.5557348781369,4,24,0,Smartphone,No,292.2914889331432,54.590255926680754,1
CUST_37,44.36910153386965,37.288121557966285,202.68620639914002,1,24,0,Smartphone,Yes,295.8984520680379,3.426112279350435,4
CUST_38,27.81376912051071,73.85284329523233,236.1221458614411,4,12,1,Feature Phone,Yes,153.7815159064764,17.036725078153115,3
CUST_39,74.73864212097254,11.208852375899525,302.7852369561116,6,36,1,Feature Phone,No,280.2809374391631,49.97056733346553,2
CUST_40,55.21219949916811,34.95258209390798,325.8699952062682,7,12,0,Tablet,Yes,156.81920341705637,59.394062094340526,0
CUST_41,29.763058787582306,56.251672775657035,865.554452057024,7,24,0,Smartphone,No,87.4764384483472,14.840169648621536,3
CUST_42,59.614152808901615,80.11870065970153,605.1005094542725,7,24,0,Feature Phone,No,80.06978642963155,39.884141194697065,4
CUST_43,22.75108168921747,35.28148777854664,571.0518202369299,3,36,2,Smartphone,Yes,278.8517116104446,90.44014365169524,2
CUST_44,92.74563216630257,64.45968076151587,203.29198468229572,6,12,3,Tablet,Yes,51.733916692157734,99.8899287046172,2
CUST_45,40.70239852800135,89.16788608243778,874.1257240144914,8,24,1,Feature Phone,No,173.88973746054546,98.72144548311412,4
CUST_46,73.00178274831856,63.50700287731893,750.5328728876353,4,24,0,Feature Phone,No,166.6575204188159,88.16745102868724,2
CUST_47,44.93688608715288,27.131150101595207,160.9015257100014,8,24,1,Feature Phone,No,221.88650539589847,39.46600879499458,4
CUST_48,61.605441694224865,7.318074247871111,737.0515875067919,2,36,0,Smartphone,No,149.77287225743243,68.65742920747842,2
CUST_49,63.73682234746237,87.65939302058834,589.1843956083815,10,24,0,Tablet,No,81.68569821244026,41.65922277841987,1
CUST_50,34.788356442042165,7.0205940307867785,173.55281117210043,9,24,0,Smartphone,No,50.818949889473565,64.85270268242029,4
CUST_51,97.56677022116469,88.09665890499895,512.4705773757908,9,12,1,Feature Phone,Yes,186.24564105176754,30.943247096948323,3
CUST_52,82.01062586888916,55.24902773258514,536.2266584170422,8,12,0,Tablet,Yes,215.69722705596993,60.6202253610332,1
CUST_53,95.15991532513513,94.21143135872514,249.19708614694818,10,24,1,Feature Phone,Yes,170.8563836046098,52.37584965528499,3
CUST_54,91.5861880342119,80.88440739849821,951.1283323002541,10,24,1,Feature Phone,Yes,221.50538313635843,2.4480265813199953,2
CUST_55,67.83199830488681,99.80374050066706,864.9778343325958,1,12,1,Smartphone,No,42.45636073498804,79.07029037461137,3
CUST_56,93.74993880184934,38.317622467912464,702.1201035961975,2,36,3,Feature Phone,Yes,264.7410584829407,1.1897832245155615,1
CUST_57,27.07940016415356,77.88288744845705,516.0660049005464,6,36,1,Tablet,Yes,174.7186525225509,29.315594225330177,4
CUST_58,35.67862899353162,43.183436792878005,470.58898742605766,10,36,1,Feature Phone,No,38.05317806777915,0.592406545400237,0
CUST_59,23.618183112843045,50.58818392887134,685.8761204358588,5,36,0,Feature Phone,Yes,138.57756126172052,37.62014132951982,3
CUST_60,46.02642646106115,64.61301900574516,590.888682466215,9,36,0,Smartphone,No,253.43752135977343,6.316052816413931,0
CUST_61,51.09418317515856,87.99932584770218,156.04579529369704,5,36,0,Tablet,No,269.268658035948,91.35109668312413,3
CUST_62,41.70792254191167,98.48792957393303,561.2523838932985,2,36,0,Smartphone,No,79.39485149962844,41.56792951628686,3
CUST_63,86.29900073215435,77.98597431712923,825.7632555095555,10,36,2,Feature Phone,No,213.37974741313593,45.94957748644101,4
CUST_64,48.540266135487144,44.68784430589671,513.3158898372623,4,12,1,Smartphone,No,29.995574245133007,34.98502360908549,2
CUST_65,42.47476077499046,45.028915216321664,146.76091979884157,9,36,0,Smartphone,Yes,10.063761423647344,62.75061542017662,1
CUST_66,63.41568665265988,75.07031865094469,807.6503794456298,1,36,0,Smartphone,Yes,168.11968614598283,78.44081166182038,1
CUST_67,31.27393799798101,27.68382884798872,281.22740392237694,1,36,0,Smartphone,Yes,208.44827379843775,64.81467430489779,1
CUST_68,84.17575846032318,15.495040747482493,332.75875139923494,7,24,1,Feature Phone,No,238.7360193529506,74.82071183951275,2
CUST_69,25.964051494381664,38.68910497587377,248.2357180890663,3,12,0,Feature Phone,Yes,102.06487153660039,90.59736635092605,0
CUST_70,98.95095492804138,32.287704207137764,397.1935583843478,10,12,3,Tablet,Yes,1.9576231286660972,86.35465316714287,1
CUST_71,81.77958154373259,33.14927144331906,781.0763551197715,2,12,1,Smartphone,Yes,143.85577113340614,67.40584527536959,0
CUST_72,35.89725452273379,27.192736349741445,567.4472735535436,9,36,1,Smartphone,Yes,4.756063612070093,21.46379629044286,2
CUST_73,20.441769369888192,8.99885301545438,284.39314673564127,3,36,2,Tablet,No,27.59535320123998,63.77028510419288,2
CUST_74,85.23691427638673,6.698023799674312,890.0470703368368,2,24,2,Smartphone,Yes,98.0067067595245,50.60830957405109,4
CUST_75,76.54858750780937,98.833627024923,891.6236694563763,8,12,1,Tablet,No,131.15161486805314,71.72192310104201,1
CUST_76,78.32057344327899,45.63844770490692,883.5205825414063,10,36,1,Feature Phone,No,83.84083236889457,83.29316483929149,4
CUST_77,81.70162773487566,41.51103148016976,314.9165902433854,6,12,3,Tablet,Yes,174.55957995141236,74.27214971864174,1
CUST_78,25.92357213872723,69.56649185584163,506.11540976288927,6,24,0,Smartphone,No,16.60493676542856,84.65611699612853,2
CUST_79,48.67725828354181,25.734119347181096,986.4906905267876,10,24,1,Tablet,No,43.373913071875414,6.386637334102385,2
CUST_80,29.269524762010377,95.24631247527141,794.8112286789914,7,24,1,Feature Phone,No,208.57752022663007,3.1620038237463954,3
CUST_81,89.04827407004748,79.70277636947745,124.45067910300384,7,12,0,Smartphone,No,42.642256079375315,25.850056769959394,3
CUST_82,69.86385014620464,13.494045219664654,158.68413213444285,6,36,1,Feature Phone,No,191.93256047112672,90.06660841086284,2
CUST_83,46.471841988211935,44.670173699568196,517.5382391310995,4,36,0,Feature Phone,No,16.405386226009668,82.36592509839738,2
CUST_84,25.084668022881893,88.51623921840564,918.2981852754042,9,24,0,Tablet,No,122.21468373574211,68.27272977953116,0
CUST_85,44.878585737252976,94.74954211768397,584.8316181574428,6,36,0,Feature Phone,Yes,53.22284103635471,70.07586674397159,0
CUST_86,46.014665762139764,49.403143568737626,548.0312572308612,4,24,0,Smartphone,Yes,32.89088476055593,72.66704692582125,4
CUST_87,78.36849426704512,63.27408197501723,194.9263299609675,3,12,0,Feature Phone,No,170.10983505036828,94.2602700484747,3
CUST_88,71.00459770841705,20.868224878747146,691.1020942518646,4,24,1,Feature Phone,No,278.50073160168654,83.21911523075576,3
CUST_89,90.97701940610612,99.16101948301277,839.892844540203,3,12,1,Tablet,Yes,16.436114377064648,62.339038702704755,2
CUST_90,57.777194012955945,27.008811631427122,442.3780067568061,2,24,2,Feature Phone,Yes,126.46627446541027,66.57154352571405,2
CUST_91,29.567539675064136,94.55951854283694,798.0506658327947,5,36,4,Tablet,Yes,212.2606313236331,21.374026206112195,4
CUST_92,77.0595829778396,66.716431654275,968.0289885107304,2,36,2,Tablet,Yes,138.8063495063481,65.73188251562725,3
CUST_93,80.8628038893518,62.73499551349162,283.3898132149202,6,24,0,Smartphone,No,241.94878383157356,42.46790124184585,0
CUST_94,64.9021758055597,53.705408546568314,570.9966680752672,3,36,2,Smartphone,No,53.893594759239505,15.296187060574374,1
CUST_95,81.67737439636488,26.913632113187074,358.424162276118,6,36,0,Smartphone,Yes,287.87826150832217,80.64028192465743,4
CUST_96,59.50364770915126,21.770163040523286,813.5689771304554,10,36,0,Smartphone,Yes,115.54878833176215,51.02470998031456,1
CUST_97,61.818626350559526,25.94618986166666,619.8340292930418,9,12,2,Tablet,Yes,102.47088988328254,97.74250416894216,0
CUST_98,54.20328146868397,22.71163490370418,671.1241757952733,1,36,1,Feature Phone,Yes,262.3817383509498,28.167935447452496,0
CUST_99,22.033530139527613,79.06052498884156,818.1227436543047,6,12,0,Smartphone,No,169.16010956752996,48.067011230507674,1
CUST_100,28.631314159464356,38.26189962083936,456.37342539620937,9,24,3,Smartphone,Yes,154.93330257084645,44.79954546688681,4
CUST_101,22.51433485493874,10.495054273522655,923.5810615663389,4,36,2,Smartphone,Yes,218.09337585852927,12.077952243257872,1
CUST_102,70.91283290110243,97.06474986337707,579.725980521526,2,36,2,Feature Phone,Yes,173.95027148432712,42.61152788307795,4
CUST_103,45.148478486106136,88.95965907152544,242.15934055181322,4,36,0,Smartphone,No,48.7546934271346,28.75534564209249,4
CUST_104,60.685655293176225,93.13646690354523,726.3092063519222,1,24,0,Feature Phone,No,202.2592868594789,16.03204713669344,2
CUST_105,92.60531791408744,99.51624315141136,813.935215394429,3,12,1,Tablet,No,40.04066378463854,28.215558403613926,3
CUST_106,39.94337833191,21.520048675851292,385.085509360774,10,12,0,Tablet,Yes,241.7573116002186,23.3251691266392,3
CUST_107,52.830633842850375,42.64299179575258,871.4613312988777,9,36,0,Tablet,Yes,296.9209793136813,73.4073531005878,0
CUST_108,80.4440910834439,77.03265519188868,915.5289292891898,10,24,0,Feature Phone,Yes,113.21628749243288,3.0775178259160096,2
CUST_109,38.3038532393298,71.12195871511027,349.21403864002804,5,24,1,Smartphone,No,133.42676946060377,61.74627479132213,3
CUST_110,26.158392786303438,19.62011110228623,985.1693254436999,6,24,3,Smartphone,No,13.930096644843692,76.06613420236064,4
CUST_111,43.180116233101444,82.50414687410868,226.64037524388257,3,24,4,Smartphone,Yes,4.119956424773486,48.07234564689732,4
CUST_112,32.897702980320354,26.321854324482764,281.814101562241,5,24,0,Smartphone,Yes,276.4258004628983,93.15649800079184,1
CUST_113,94.37581218740584,26.262673408149194,265.8023553142235,8,12,0,Smartphone,No,38.587218131757616,70.78806952365353,1
CUST_114,84.64963036515336,56.01257017487429,904.5907390070834,6,12,1,Feature Phone,Yes,133.7336242678411,74.79236513114172,4
CUST_115,70.67230052083389,61.3292938099618,688.8632970924657,4,12,0,Tablet,Yes,244.60638715666843,19.693348744087025,4
CUST_116,89.71684721501742,60.10818974459206,236.8938549000456,2,36,1,Smartphone,Yes,266.7956279784959,77.72955758390735,1
CUST_117,84.29376615192916,13.691249552786713,496.2910765315141,9,24,0,Tablet,No,155.8193055850403,83.20947360831148,3
CUST_118,34.925604710882865,88.35878194988614,653.7682225628218,1,36,1,Feature Phone,Yes,169.50975749278493,36.12663884059896,0
CUST_119,91.40471987919823,30.232004045927077,175.11767649044498,1,24,1,Feature Phone,Yes,200.90519173898176,21.336306803297123,1
CUST_120,63.147379353252056,17.303917521866396,894.1747315666048,4,12,2,Smartphone,Yes,288.4147410431146,38.50506792036167,3
CUST_121,84.595212413125,89.43106758755283,823.2431818973816,7,36,1,Feature Phone,Yes,180.80098828335153,73.96079690001372,3
CUST_122,91.68730399387945,95.78689233182656,554.6860962189744,1,12,4,Tablet,No,167.84257783690387,41.76390058687027,3
CUST_123,45.44027799774911,86.90212364021781,970.4139537332534,9,24,0,Smartphone,No,4.360240579797203,73.66518752247879,2
CUST_124,28.80415396221414,81.90402709886342,475.98488134758975,4,24,0,Smartphone,No,24.284910606706823,11.356454097753765,2
CUST_125,38.234813003355335,67.24798816070707,985.699287132848,3,24,3,Tablet,Yes,173.15148798719886,80.60117104884844,3
CUST_126,54.1686230901005,57.33145020786824,701.1279989232644,1,12,1,Smartphone,No,280.87211634216095,25.32074816423574,4
CUST_127,85.44118127379944,13.263742191583964,671.2041459285473,10,24,0,Smartphone,Yes,260.0074045198185,24.89289877145937,2
CUST_128,88.85844666050747,43.80305524171638,249.3594057662065,4,12,1,Tablet,No,294.7736768976614,59.03809652038608,1
CUST_129,20.556170442495258,40.40540911616983,893.7349824741796,9,36,2,Smartphone,Yes,158.3502112683822,7.0118045746989655,2
CUST_130,60.85978420620526,29.676609457230988,484.7407191285536,10,24,1,Smartphone,No,236.37928153133007,2.6297726684668565,4
CUST_131,53.39288025190232,73.72491080041557,246.0100652042314,6,24,0,Tablet,No,252.12009944680213,26.102866529344926,0
CUST_132,37.76862483765842,52.10819483248323,111.34676797818314,6,24,4,Feature Phone,No,194.40949719925854,53.80675507348227,2
CUST_133,29.589229386694626,12.699390511226554,603.7801152745443,1,36,0,Tablet,Yes,101.62497126435217,90.76163862252272,3
CUST_134,47.00921371229023,25.917404185232076,574.6596599104087,10,24,1,Smartphone,Yes,140.99353039733833,84.64351763073068,3
CUST_135,95.43277631300154,69.90958254766161,747.4182601322427,2,12,0,Tablet,Yes,257.37512167307034,49.04464599209754,3
CUST_136,45.856234561660415,12.232431651578517,901.2322477160219,6,12,0,Smartphone,No,89.56437779464919,3.705199369349277,0
CUST_137,61.50324973946929,85.86465683463302,171.46592617872656,2,24,2,Smartphone,Yes,277.12293937999453,53.52527346293091,4
CUST_138,76.24151671161422,52.03892006632756,758.3468413063262,3,24,2,Tablet,Yes,68.94190242679953,70.47955999252954,1
CUST_139,49.09036819034352,50.65572484603156,268.670749687824,4,36,0,Smartphone,Yes,224.85492454703422,33.91645325250337,4
CUST_140,97.74256661767686,61.27873954265417,872.3593478414476,5,36,1,Feature Phone,Yes,189.1677703037215,11.10633032816547,0
CUST_141,96.99578359536889,83.34469176288917,837.1571624754905,9,36,1,Smartphone,Yes,224.87983233622867,27.85679532056594,3
CUST_142,40.14258366602913,38.04187475070834,586.71437948699,4,24,1,Tablet,Yes,131.20427172977844,77.1588864467814,4
CUST_143,59.77988047139084,69.41153449311103,739.2185187609804,9,36,4,Feature Phone,No,279.79231876619536,35.12438322833283,1
CUST_144,44.07026478534157,58.74453657960015,382.9151018653736,10,36,0,Feature Phone,No,189.7416607234432,81.19814906857101,3
CUST_145,42.78723955019741,30.367685666095024,524.0511090395332,3,12,1,Smartphone,Yes,86.48874136627688,31.952145180747582,1
CUST_146,22.950955788362624,88.46984870374001,839.4732079394245,8,36,1,Tablet,No,191.5365211956431,16.355503841381815,2
CUST_147,68.76514671839175,80.75547205265816,513.3386774558926,1,12,1,Smartphone,No,86.04472416210936,43.58483595136082,1
CUST_148,60.21432185830892,67.55292429255041,422.0184387928976,9,12,2,Smartphone,Yes,88.08971752796226,45.22745122891389,3
CUST_149,24.118300099999146,85.80526426395298,544.7912025252699,9,36,1,Tablet,Yes,119.87955348626038,1.6108218549336972,2
CUST_150,42.29171713892892,87.39294909118122,845.4243271934965,10,12,2,Tablet,No,255.7291252707357,11.704507270632615,3
CUST_151,92.6612708773323,72.2944827879283,401.68724263378544,2,24,1,Smartphone,Yes,150.0893623181976,18.492601877281743,3
CUST_152,39.16495125335779,84.51626619454885,256.3854338221694,4,24,0,Feature Phone,No,203.67025266906222,11.358731737867489,2
CUST_153,31.591589767297847,71.25978885858194,740.8126182977027,8,36,1,Smartphone,No,117.5903220823389,34.15260754213638,1
CUST_154,59.15622082220504,69.61337331722854,843.3803914372736,7,24,2,Feature Phone,No,79.08163194206443,96.4622855617018,0
CUST_155,98.85203632884806,63.76808093044251,190.57373067118,1,12,1,Smartphone,Yes,286.3920482148694,50.922253832707796,0
CUST_156,39.364421720920035,76.50808075797592,315.8867014803502,5,24,1,Tablet,No,181.07437413691878,62.75560238706465,0
CUST_157,73.77084379247029,20.067485002842,227.7747907848945,7,36,0,Feature Phone,Yes,280.1854015748155,35.63864785230282,0
CUST_158,80.9295692262974,88.6827221238982,413.14727042395,4,36,0,Tablet,Yes,61.023900659494515,32.34877616431461,4
CUST_159,39.01100351939198,87.82513513579704,505.31588101487137,1,12,2,Tablet,Yes,44.06824917387983,2.3146771915008357,0
CUST_160,78.25730788894876,7.778491888283119,773.9437032669758,9,36,2,Tablet,Yes,256.74687213717107,50.03336556760224,2
CUST_161,49.422650617540256,83.45259130365245,686.0328263935068,5,24,0,Tablet,Yes,204.27516378517544,48.36090067516663,0
CUST_162,70.58446644748636,17.24263740997729,658.8357107305881,2,36,2,Tablet,No,55.973549776092405,15.783072618112303,3
CUST_163,70.68237686087159,36.83629115461848,417.137451948689,8,12,4,Smartphone,Yes,80.80791019906133,76.43240002067037,0
CUST_164,62.86197472598068,75.63328434770274,857.3027977762839,2,36,0,Feature Phone,Yes,240.19918245759334,49.267433031100296,1
CUST_165,27.223181604352664,20.27219012458928,524.1584506583481,3,24,0,Smartphone,Yes,136.16058599878082,33.89939701615733,2
CUST_166,86.82419964713904,82.70686729131091,981.194444213639,10,12,1,Smartphone,Yes,201.16215195182727,14.690890902292697,2
CUST_167,45.66240519773886,84.05274690598549,670.7279244661631,1,24,1,Smartphone,Yes,95.50560664080326,55.21608269710124,4
CUST_168,34.92148083198834,53.20943470727944,213.63826740805246,2,12,0,Tablet,No,114.36898583246301,75.28170260888098,3
CUST_169,23.262011324381113,5.60665781309919,708.5598058678906,7,36,1,Smartphone,Yes,297.2137675869315,28.199935268497168,2
CUST_170,67.27143545505935,32.26862265161671,392.5936138885291,10,12,0,Feature Phone,Yes,74.28512615241556,21.879435157672255,1
CUST_171,74.2051489473826,63.60805724569551,717.6944770174877,2,12,1,Smartphone,No,151.9369131109542,52.1934964064577,0
CUST_172,21.32702631422849,98.21268691260524,162.67703334616516,6,36,0,Tablet,Yes,253.32070295715965,15.534330251001693,2
CUST_173,60.96744466394248,65.02228506658349,257.3932934583635,3,24,0,Feature Phone,No,71.76696409975739,66.6613386594285,1
CUST_174,38.11966201583503,29.681340201095182,870.1635330152077,4,36,2,Feature Phone,No,124.56412700529921,60.534362794423046,0
CUST_175,71.61382323275599,65.23054179446308,304.4616013211634,8,12,3,Feature Phone,No,184.5273862109965,8.708204959142861,4
CUST_176,33.94931432039932,56.29861107300627,853.3370127186461,3,36,3,Feature Phone,No,144.35644544253077,3.652037938137387,2
CUST_177,75.27501904819728,79.08531253935864,351.3484796089694,10,12,2,Smartphone,Yes,137.85067997109525,62.02886525885849,2
CUST_178,50.93882770404299,15.16316068856105,678.5937190528368,6,36,2,Tablet,Yes,108.75291939663708,29.42937739887408,1
CUST_179,94.93839909893876,77.29765073769266,724.7355161588479,1,36,1,Feature Phone,No,175.99389833247753,8.644575317339854,3
CUST_180,31.00167553167946,56.420324974230475,561.3892778305476,7,24,0,Feature Phone,No,187.31180937708308,75.94287049564865,4
CUST_181,47.285308084020684,96.4842403666045,374.77960902705814,8,12,1,Tablet,Yes,195.98686227040878,31.40440030176441,3
CUST_182,29.077881699247126,37.47785577367518,291.3799387339865,8,24,0,Smartphone,No,21.110432371808795,45.959954963822355,2
CUST_183,93.97548946228503,65.09907984772508,129.8704191061836,3,12,0,Feature Phone,No,189.31025271361466,23.681292745376926,3
CUST_184,90.18714827047847,93.54267002345166,373.55176111665145,10,36,1,Smartphone,No,285.97115363436984,62.731707835796456,0
CUST_185,40.63533021721245,14.73842415911453,687.8465114781548,1,12,0,Smartphone,Yes,162.2958706584251,30.148841535435945,4
CUST_186,72.79872368273432,94.03670628746286,944.4743366036344,9,24,4,Smartphone,No,214.5801247527733,96.80209612276283,3
CUST_187,85.37777601609727,70.34914361857727,884.0840340367469,6,24,1,Smartphone,Yes,167.01969232776534,70.29475486169065,0
CUST_188,64.416064927957,11.44452061499133,789.4582988817723,9,24,2,Feature Phone,Yes,256.4221855775936,13.672227637346579,1
CUST_189,62.37204626848052,33.59153885994755,809.6026089279688,7,12,1,Feature Phone,Yes,278.87492837927067,41.66948396734668,3
CUST_190,39.34818327203614,72.27634842130175,698.4864131283957,1,24,2,Smartphone,No,55.26596978890779,38.54210997298786,4
CUST_191,27.44822142447194,11.398307139533312,334.2581718094027,1,24,1,Smartphone,No,131.05801096713796,53.42471107203831,0
CUST_192,91.77726063626613,60.30619371674596,916.4755276352469,6,24,4,Tablet,Yes,117.71463027981639,84.19306744792533,3
CUST_193,92.03344457306643,37.85889041053089,703.6590807152506,5,36,2,Tablet,Yes,121.5645369897836,58.34220151830017,1
CUST_194,70.64811658186144,63.98697418791033,604.396567882396,9,36,2,Tablet,Yes,37.65725436836277,6.155667759999927,3
CUST_195,47.122383283896056,9.345493212188721,199.89052229213297,2,12,1,Feature Phone,No,244.08471779421578,65.5415696802855,0
CUST_196,47.93676596901287,87.79599658447574,502.3499894257829,8,12,2,Tablet,No,10.729872904480576,0.8265297945858396,3
CUST_197,78.07645430961915,97.4814520718527,514.3224440817337,5,24,2,Feature Phone,Yes,158.46798231814708,77.9960460540393,4
CUST_198,91.76882079620617,97.0433962521407,878.1072485704029,2,36,2,Feature Phone,Yes,198.56351641340737,66.6636072411242,2
CUST_199,90.96691394120938,76.21692401557785,591.9833981690097,10,24,0,Feature Phone,No,62.24083141766316,30.8785658352586,0
CUST_200,82.3900436686099,17.35819281241004,442.36049407336867,6,24,1,Feature Phone,Yes,271.75505762963866,29.244180458951575,0
CUST_201,71.36253169234303,77.03500361325715,979.1202956595934,10,36,1,Tablet,No,251.56476210743793,79.82729965463055,0
CUST_202,26.731197199603905,7.3357570635861435,199.6485339936841,8,36,1,Smartphone,No,141.3251188451776,78.33366919246205,0
CUST_203,32.930297127569105,7.101737395254739,480.29358548075015,4,36,1,Smartphone,Yes,123.34467970204162,35.230235437675994,3
CUST_204,91.88433508216634,35.74297081920642,137.82220765426476,2,12,2,Smartphone,Yes,70.97037756333002,29.894772807978033,4
CUST_205,68.5143247727672,51.421103088443246,765.9137086902373,5,12,0,Tablet,No,218.9979673934891,55.982478888279,1
CUST_206,20.73576412933037,78.18870469174036,926.2688969792356,2,24,0,Smartphone,No,39.523139889589245,0.836565998414418,4
CUST_207,28.11772342928257,69.913060777618,352.0335965954405,2,12,0,Tablet,No,204.07132615313492,8.266703798654229,0
CUST_208,73.08014152864446,47.360757105791095,872.5075091192087,6,36,1,Tablet,No,252.73709583552406,12.616959014873675,3
CUST_209,20.404926707697495,30.99453329675826,362.996407415708,10,36,1,Tablet,No,68.54147277510711,18.54118178271742,3
CUST_210,32.86464411339989,99.72682751498256,919.6931454795237,9,12,1,Smartphone,Yes,259.92822086962684,51.20181266754691,0
CUST_211,63.89870314932689,45.48722371241743,778.5657132371056,4,24,0,Smartphone,No,9.996959831852536,99.2241914861122,3
CUST_212,75.35161581541546,47.88176731131917,824.4160991572948,6,24,1,Smartphone,No,273.8362156159576,65.26134017473535,0
CUST_213,72.15690076020805,20.54426301320857,116.20590004040905,7,12,0,Feature Phone,No,35.5086683553894,6.129879444922359,4
CUST_214,37.941544756844785,80.5069071312433,966.5293213666233,6,24,1,Tablet,Yes,193.7277533814098,52.55793740622418,2
CUST_215,76.97433770780287,70.89981144924143,754.003892863291,8,24,1,Feature Phone,Yes,75.02474067418254,49.66452123895044,3
CUST_216,38.97992699974401,25.973113214932237,374.27598584751996,4,24,1,Tablet,No,250.96571735088412,14.41678158180495,0
CUST_217,46.03197585274142,12.826199333505055,846.4551983729623,1,36,0,Smartphone,No,153.69010827463995,92.02723688024076,0
CUST_218,79.71931240944193,69.64743369709774,353.3690785734369,7,36,2,Tablet,Yes,40.57235737395041,44.076524767536895,3
