Campaign_ID,Customer_ID,Campaign_Type,Response,Revenue_Impact
1801,176,Social Media,Positive,187.58049020757073
1983,177,App Notification,Negative,139.29473773321448
1233,178,App Notification,Positive,145.61390620773977
1813,179,SMS,Positive,138.01505193029553
1598,180,Social Media,Positive,161.13730949311395
1063,181,App Notification,Positive,149.54918323303087
1477,182,App Notification,Negative,416.1639715519591
1944,183,App Notification,Negative,289.9821673161985
1404,184,Email,Positive,183.42599772541328
1948,185,App Notification,Negative,205.27522266270128
1701,186,Email,Positive,481.00917090670805
1976,187,Social Media,Positive,132.74141864947123
1693,188,App Notification,Positive,449.0393667874471
1593,189,App Notification,Negative,381.5617644031836
1130,190,Social Media,Positive,326.0536110111454
1436,191,SMS,Negative,330.84162948148065
1238,192,App Notification,Positive,240.32295853014833
1139,193,App Notification,Positive,247.48280367623408
1975,194,Email,Negative,408.23664285235714
1549,195,Social Media,Positive,414.8883183815638
1333,196,App Notification,Negative,307.02094942793974
1090,197,Social Media,Negative,395.8667016153322
1145,198,Social Media,Positive,414.52441575524597
1595,199,App Notification,Negative,199.44997317518104
1674,200,Social Media,Negative,330.51140945947645
1976,201,App Notification,Negative,246.10742920573003
1339,202,Email,Positive,94.14862518606523
1197,203,SMS,Negative,341.80954325543416
1473,204,Email,Negative,314.3678148424785
1454,205,SMS,Negative,96.1689677906183
1357,206,Social Media,Positive,81.86578713089713
1843,207,Social Media,Negative,162.3354530702361
1272,208,SMS,Negative,425.03694494835185
1916,209,Social Media,Positive,78.65456271813235
1500,210,Email,Negative,257.16574395420815
1069,211,App Notification,Negative,130.56643868377503
1814,212,SMS,Negative,164.0988840957488
1932,213,App Notification,Positive,396.46575428482873
1984,214,App Notification,Negative,432.7720237626267
1821,215,Social Media,Negative,311.12981799572634
1782,216,Social Media,Negative,438.45969902039656
1906,217,Social Media,Positive,435.59293653076566
1008,218,App Notification,Positive,149.68357717288217
1707,219,SMS,Positive,340.25790608089847
1002,220,Email,Negative,400.2478100399777
1268,221,Email,Negative,302.4744162045896
1351,222,Social Media,Positive,412.6003255979003
1005,223,App Notification,Positive,332.9742092062574
1384,224,SMS,Positive,178.00564629376382
1233,225,SMS,Negative,358.51833148539765
1900,226,App Notification,Positive,314.5999524714718
1577,227,App Notification,Positive,331.22774610053887
1981,228,SMS,Positive,92.89410636975384
1095,229,Social Media,Negative,106.58096731036238
1498,230,App Notification,Positive,416.5940081721508
1623,231,Email,Negative,244.07185870418417
1124,232,App Notification,Positive,146.8747747722751
1509,233,SMS,Positive,91.7041128022156
1552,234,Email,Positive,168.3067007163144
1945,235,SMS,Positive,182.8384125593146
1368,236,SMS,Positive,492.3338699014351
1006,237,Email,Positive,425.5272646323127
1276,238,App Notification,Positive,85.30567724172113
1208,239,SMS,Positive,386.80243134387865
1948,240,Email,Negative,303.76859226108195
1915,241,SMS,Negative,152.81400805830452
1192,242,Email,Positive,385.95971974369996
1159,243,Social Media,Positive,63.580408261171556
1487,244,SMS,Negative,379.1888127281818
1607,245,SMS,Positive,452.87958635893926
1979,246,Email,Negative,447.1756418329163
1457,247,Email,Negative,397.5533014551635
1246,248,Email,Positive,470.6288413663193
1005,249,Email,Negative,368.29740985842056
1552,250,App Notification,Positive,359.0276258772837
1032,251,App Notification,Positive,61.78720082800446
1969,252,App Notification,Positive,128.38458303600657
1664,253,Social Media,Negative,401.6429110658388
1279,254,SMS,Positive,498.87623059130453
1606,255,App Notification,Positive,373.96947888189356
1988,256,App Notification,Negative,310.9233463924106
1907,257,SMS,Positive,132.53867245336352
1932,258,App Notification,Positive,476.5605589846382
1754,259,SMS,Positive,342.3797682268254
1105,260,Social Media,Negative,270.0672408313404
1945,261,Email,Negative,437.62416568696824
1520,262,Social Media,Negative,478.9769275094506
1604,263,SMS,Positive,217.03316287660226
1637,264,SMS,Positive,282.1033417488662
1066,265,App Notification,Positive,101.795883710838
1003,266,App Notification,Negative,481.934756838487
1053,267,Email,Negative,104.30414989534178
1340,268,Email,Positive,468.06256860989663
1133,269,App Notification,Positive,135.96608367405344
1449,270,App Notification,Positive,458.9487616738314
1932,271,Social Media,Negative,253.53780898729607
1979,272,SMS,Negative,316.4295114305561
1044,273,Social Media,Positive,66.02906273481344
1224,274,SMS,Negative,227.4740321263449
1653,275,Email,Positive,272.0270287428011
1851,276,Email,Positive,54.24287553536966
1170,277,SMS,Positive,347.3854817487179
1449,278,Email,Positive,427.5029192131608
1366,279,SMS,Positive,61.15100358556101
1902,280,App Notification,Positive,271.64102196563215
1310,281,App Notification,Negative,65.17911333973507
1676,282,Email,Positive,442.9822637742714
1203,283,Email,Positive,122.36705393826962
1496,284,Social Media,Positive,76.33613609291531
1271,285,Email,Negative,435.96405505107674
1784,286,SMS,Positive,250.02846795761693
1478,287,SMS,Positive,92.93405283551465
1250,288,SMS,Negative,341.5635302434744
1070,289,Social Media,Positive,367.51981984601156
1345,290,App Notification,Positive,305.7506025671598
1254,291,SMS,Positive,199.4578740002833
1128,292,Social Media,Positive,241.01867616357902
1513,293,Social Media,Positive,479.678370707985
1350,294,Email,Negative,290.4627531317785
1083,295,Email,Positive,228.6766381027111
1356,296,App Notification,Negative,368.68637512679186
1122,297,Social Media,Positive,84.27080064264157
1672,298,SMS,Positive,180.60253660738476
1908,299,Social Media,Positive,151.91271671559514
1832,300,Email,Positive,356.0465949280558
1306,301,Social Media,Positive,321.7607492494957
1160,302,SMS,Negative,391.7463993409633
1514,303,Social Media,Positive,242.04758213659122
1740,304,App Notification,Positive,128.274570905148
1571,305,App Notification,Positive,132.27244172785726
1466,306,App Notification,Positive,451.51479744253544
1683,307,Email,Negative,83.70238694697743
1377,308,App Notification,Positive,317.353941875544
1103,309,Social Media,Positive,154.25292358155536
1479,310,SMS,Negative,146.42500303455665
1132,311,App Notification,Positive,94.28339996637771
1942,312,SMS,Positive,490.6765338129139
1554,313,Email,Negative,77.44321418359638
1814,314,Email,Positive,116.48816949724971
1228,315,Email,Positive,214.32556928271072
1517,316,Email,Positive,255.10887493040735
1187,317,App Notification,Negative,477.8596800828345
1419,318,Social Media,Positive,158.804656251494
1932,319,Email,Negative,374.440151635127
1972,320,SMS,Negative,345.3748865828063
1373,321,Email,Negative,282.87265404932765
1459,322,App Notification,Negative,169.72730017263947
1517,323,Social Media,Negative,120.4865520746825
1797,324,Social Media,Positive,129.4343061297792
1100,325,App Notification,Negative,205.69755294585866
1893,326,Social Media,Negative,111.70521324067383
1219,327,App Notification,Positive,499.36127994696113
1137,328,App Notification,Negative,250.61727634238167
1667,329,Social Media,Positive,292.54559568164916
1261,330,App Notification,Negative,327.40572778809445
1584,331,SMS,Negative,138.1028234384123
1279,332,App Notification,Negative,266.78917339217116
1563,333,Email,Negative,78.30068273585574
1081,334,Email,Negative,486.1251762622695
1323,335,Email,Positive,262.77157561534943
1428,336,Email,Negative,63.34798387435145
1373,337,App Notification,Negative,319.5833365634951
1505,338,App Notification,Negative,95.05144071409964
1470,339,App Notification,Negative,405.4912420515485
1282,340,Email,Negative,479.01002736799535
1963,341,Email,Positive,462.45201783143887
1780,342,Email,Positive,242.50264464877787
1970,343,Social Media,Negative,370.6627200709416
1586,344,Social Media,Negative,120.11188753635963
1146,345,SMS,Positive,84.06324165609826
1160,346,App Notification,Positive,419.47288355449257
1717,347,Social Media,Negative,362.82561613958325
1268,348,App Notification,Negative,458.17741753226943
1262,349,App Notification,Positive,461.56463249413804
1800,350,SMS,Positive,206.27615914430476
1159,351,Email,Negative,193.39167629407228
1556,352,App Notification,Negative,248.85539755566742
1311,353,Email,Negative,349.55698792305856
1228,354,App Notification,Negative,52.24518391056015
1967,355,Social Media,Positive,290.5751292981027
1301,356,Social Media,Positive,58.87890469634125
1737,357,Email,Positive,252.80333016545754
1786,358,Email,Positive,87.0254077162134
1099,359,Social Media,Positive,302.997586121846
1417,360,Email,Positive,191.42349785079486
1227,361,Social Media,Positive,265.51142578792053
1190,362,Email,Negative,480.96237147019315
1069,363,App Notification,Positive,203.43600368707862
1762,364,Social Media,Positive,373.6776056313907
1511,365,App Notification,Positive,357.4825983751602
1892,366,Social Media,Positive,441.01730612715096
1758,367,Email,Negative,200.48512039114252
1309,368,Email,Positive,75.23473165500798
1950,369,App Notification,Negative,486.7838029513369
1817,370,App Notification,Negative,213.06079052254478
1832,371,Social Media,Negative,137.18309069197585
1300,372,SMS,Positive,461.34562692725103
1029,373,SMS,Negative,135.77478560344707
1078,374,SMS,Positive,287.9401680708934
1840,375,SMS,Negative,389.9754765351913
1246,376,Email,Negative,378.9567165936207
1316,377,App Notification,Negative,63.25929770314037
1220,378,SMS,Positive,141.09674548537896
1442,379,SMS,Positive,449.8219779340329
1129,380,App Notification,Positive,298.931412828059
1157,381,Social Media,Positive,359.2494072612121
1173,382,Social Media,Negative,231.0312072504869
1758,383,Email,Positive,385.3413730668338
1067,384,Social Media,Negative,180.09286362467296
1146,385,SMS,Positive,154.41383410217645
1467,386,App Notification,Negative,498.70043353987865
1004,387,SMS,Positive,120.94328937189508
1584,388,App Notification,Negative,491.6120192175848
1211,389,Email,Negative,466.929500353313
1568,390,Email,Positive,371.6040847604897
1446,391,SMS,Negative,311.8878971948763
1563,392,Social Media,Negative,52.0382712057114
1368,393,Social Media,Negative,335.87864730076353
1058,394,Email,Negative,397.58508343312815
1315,395,App Notification,Negative,379.794035592599
1122,396,App Notification,Positive,127.42899281113296
1591,397,Email,Positive,295.0401935939175
1378,398,Email,Negative,297.5890952530357
1752,399,SMS,Negative,343.79708705666
1595,400,Social Media,Positive,423.9252569396581
1915,401,Social Media,Positive,364.2038814809948
1985,402,Social Media,Negative,113.58756900406146
1102,403,SMS,Negative,58.56393563639615
1672,404,Email,Negative,111.4633952001883
1651,405,Social Media,Positive,68.12687943085254
1916,406,SMS,Positive,246.5480034814166
1505,407,App Notification,Positive,177.68893926793575
1311,408,Social Media,Negative,53.289384136883115
1887,409,App Notification,Negative,86.12517905644502
1662,410,SMS,Positive,228.89419639172155
1403,411,Social Media,Positive,472.89280196840053
1982,412,Email,Positive,497.659448676801
1560,413,Social Media,Negative,72.55417758179425
1686,414,SMS,Positive,423.76104380774245
1069,415,App Notification,Negative,266.11599833322043
1254,416,Social Media,Positive,329.468854621519
1300,417,SMS,Positive,277.68614133607537
1502,418,SMS,Negative,466.0281100124021
1203,419,Social Media,Positive,265.31818531897574
1162,420,SMS,Positive,125.58783967646944
1839,421,App Notification,Negative,400.93395484532505
1887,422,App Notification,Positive,281.1985401444323
1375,423,App Notification,Negative,102.68101986355694
1154,424,SMS,Positive,257.7165220538582
1463,425,App Notification,Positive,359.32767288447997
1302,426,Email,Positive,183.1270681841519
1244,427,Email,Positive,460.38801629708826
1287,428,Email,Positive,432.4811831924902
1028,429,SMS,Negative,305.5527194021847
1198,430,Social Media,Positive,74.46743303399953
1975,431,Social Media,Positive,312.46898481976655
1052,432,Email,Positive,237.02215645041053
1092,433,SMS,Negative,375.83090227935827
1439,434,Email,Negative,170.1639783318302
1216,435,Email,Negative,322.59358552147637
1298,436,App Notification,Positive,299.4967255913775
1611,437,SMS,Positive,287.08275274952996
1111,438,Email,Positive,102.16012177704738
1643,439,App Notification,Positive,270.4484562859187
1447,440,SMS,Negative,297.78005871485857
1090,441,Email,Positive,467.44597345302253
1982,442,Social Media,Positive,257.38880049294954
1662,443,Email,Positive,337.9392120080591
1315,444,Social Media,Positive,306.16060865071574
1285,445,App Notification,Negative,137.8603704858163
1042,446,Email,Negative,132.98416759627574
1215,447,App Notification,Positive,382.7291577250029
1815,448,App Notification,Negative,285.3787723557495
1975,449,Email,Positive,453.214821022152
1262,450,App Notification,Negative,458.6698548741063
1086,451,Social Media,Positive,183.68409899347856
1741,452,Email,Positive,95.68709819266344
1798,453,SMS,Positive,204.8362576466921
1117,454,Social Media,Negative,80.16743793640379
1745,455,SMS,Positive,401.5646394379642
1018,456,SMS,Negative,115.78173322305535
1051,457,Social Media,Positive,439.8617731158467
1750,458,App Notification,Negative,236.8972415891493
1505,459,App Notification,Positive,175.3717031239562
1835,460,Email,Negative,275.68344165987077
1504,461,SMS,Positive,322.4615340017291
1133,462,App Notification,Negative,365.6945388883393
1763,463,App Notification,Positive,202.18202445934898
1889,464,Email,Positive,492.336860045093
1210,465,SMS,Positive,240.02927611163852
1315,466,Social Media,Negative,425.51071401837885
1474,467,Social Media,Positive,65.69045160368601
1499,468,SMS,Negative,400.08340882605955
1348,469,App Notification,Positive,298.1021662538257
1117,470,App Notification,Positive,337.8315240199327
1651,471,Social Media,Positive,217.79544806431298
1165,472,SMS,Positive,295.17827226264035
1140,473,App Notification,Negative,469.49920374187116
1507,474,Email,Positive,223.71654663382787
1027,475,SMS,Positive,97.59471667885612
1004,476,SMS,Positive,374.2306919581838
1173,477,SMS,Positive,277.3238019891651
1813,478,Social Media,Negative,241.2236027619604
1848,479,Social Media,Positive,400.01822617279794
1154,480,App Notification,Positive,302.97957264364885
1409,481,App Notification,Positive,334.12131304059056
1757,482,Social Media,Negative,466.7341955535535
1061,483,App Notification,Positive,76.32995248291266
1195,484,SMS,Negative,168.07194239485614
1583,485,Social Media,Negative,454.19965668561
1089,486,App Notification,Positive,406.727579579808
1608,487,Social Media,Negative,134.86934608728407
1639,488,Social Media,Negative,126.10319441582075
1395,489,Social Media,Negative,421.31150420694365
1460,490,Social Media,Positive,298.78873078340723
1468,491,SMS,Negative,437.152890000946
1179,492,SMS,Positive,462.9578584727095
1932,493,App Notification,Positive,81.29447780561075
1664,494,Social Media,Positive,486.40023199006293
1038,495,Social Media,Positive,372.41311494290466
1706,496,SMS,Positive,425.50954713785245
1146,497,App Notification,Negative,333.6503501602965
1582,498,SMS,Positive,187.322790395191
1464,499,Social Media,Negative,319.74386416586646
1076,500,Email,Positive,282.1416773112951
1791,501,App Notification,Positive,469.4336267294496
1946,502,Social Media,Positive,299.7636652066186
1812,503,Email,Negative,62.55259619125741
1775,504,Social Media,Positive,358.74283990914086
1455,505,App Notification,Negative,72.74324491520218
1428,506,App Notification,Negative,474.80035435312834
1129,507,App Notification,Positive,268.966694440875
1925,508,Email,Positive,485.60346484834764
1322,509,Email,Positive,61.63910488314183
1428,510,Social Media,Positive,289.7824623825876
1665,511,App Notification,Positive,151.79274642366528
1528,512,SMS,Positive,338.3336176589562
1549,513,SMS,Negative,274.19464187650055
1834,514,App Notification,Positive,304.7561628193223
1056,515,SMS,Negative,211.83826752859815
1160,516,SMS,Negative,73.1950014005408
1861,517,App Notification,Negative,97.74347394941759
1462,518,Social Media,Negative,436.3522525677165
1071,519,Email,Positive,366.2475341669879
1349,520,SMS,Negative,396.228953003048
1319,521,App Notification,Positive,105.20122983207594
1278,522,Social Media,Negative,72.15853076863857
1011,523,App Notification,Positive,57.77435791877809
1358,524,Social Media,Negative,284.81644895895266
1762,525,SMS,Negative,275.4037113778078
1519,526,SMS,Negative,99.79161913806882
1456,527,SMS,Positive,205.9799481354447
1967,528,SMS,Positive,288.59668662535887
1805,529,Social Media,Positive,354.11667749033535
1032,530,App Notification,Negative,414.49933885623796
1431,531,Social Media,Negative,338.6249543129133
1352,532,Email,Positive,63.502909595025926
1300,533,Email,Positive,313.74102580557815
1074,534,Social Media,Positive,89.5646136302119
1918,535,Email,Negative,304.209555211954
1874,536,Social Media,Positive,219.1943311611713
1242,537,SMS,Positive,178.85190261981
1370,538,Social Media,Positive,266.77224621307676
1298,539,SMS,Positive,221.6651964030257
1280,540,App Notification,Negative,423.62172828140024
1526,541,App Notification,Negative,151.9215986197388
1521,542,SMS,Negative,111.5190369425801
1403,543,Social Media,Negative,426.6406375524164
1271,544,Social Media,Positive,159.53401614035866
1866,545,SMS,Positive,64.50625089363592
1380,546,Email,Positive,224.14246800621058
1097,547,Social Media,Positive,418.5702051705845
1212,548,SMS,Negative,244.34156285590763
1824,549,Email,Negative,261.53843328990865
1045,550,Email,Negative,71.23878595763343
1878,551,SMS,Positive,369.97256662551814
1635,552,Social Media,Positive,204.66844043823315
1503,553,Email,Positive,377.87821491422363
1231,554,Email,Positive,234.93686046531627
1128,555,Email,Positive,287.1017854573481
1792,556,App Notification,Positive,315.26859159451294
1311,557,SMS,Positive,138.60080168570846
1045,558,App Notification,Negative,182.30648010899532
1954,559,Email,Negative,313.50597444886625
1445,560,Email,Negative,420.323257582101
1461,561,SMS,Positive,482.6495159225966
1444,562,Email,Negative,285.87649070464386
1978,563,SMS,Positive,83.26062644283653
1775,564,Email,Negative,480.2060345511227
1552,565,SMS,Positive,239.34602598896902
1142,566,SMS,Positive,96.11591432300472
1555,567,Social Media,Positive,487.49090061319464
1849,568,Social Media,Negative,176.23121052373943
1254,569,SMS,Negative,345.5770918494391
1640,570,SMS,Positive,114.8536974590077
1110,571,Email,Positive,373.8033250556539
1224,572,Email,Positive,489.3412202270407
1192,573,Social Media,Positive,493.2755095457781
1116,574,Email,Positive,106.79413843957582
1417,575,SMS,Positive,395.91804421203335
1387,576,App Notification,Negative,348.93056984255816
1848,577,SMS,Positive,410.66182113888044
1385,578,SMS,Positive,199.9439264426332
1422,579,Email,Negative,230.78601074103798
1254,580,Email,Positive,203.81549973909165
1760,581,SMS,Negative,394.93250352506385
1949,582,Email,Positive,414.0971538906777
1649,583,SMS,Negative,162.1855716590759
1297,584,SMS,Positive,307.7548551632325
1556,585,SMS,Positive,106.68530624301295
1612,586,SMS,Positive,55.923367014791395
1409,587,Social Media,Positive,324.5332818051337
1794,588,Email,Negative,428.09118118182204
1678,589,SMS,Negative,457.9489348789041
1920,590,SMS,Positive,329.1625958491245
1796,591,SMS,Negative,413.91113653661597
1365,592,Email,Negative,231.90736073076198
1465,593,Email,Negative,443.9017704419325
1533,594,Social Media,Positive,398.62291164204674
1370,595,App Notification,Positive,188.8375570508205
1857,596,Social Media,Negative,318.74750766253646
1443,597,SMS,Negative,73.06640000917706
1345,598,Social Media,Positive,115.96420841949205
1691,599,Email,Positive,475.99372105661666
1596,600,SMS,Negative,54.38939591943746
1404,601,Email,Positive,141.45555119968276
1617,602,Social Media,Positive,112.46382878729958
1135,603,App Notification,Negative,364.44589747111877
1372,604,SMS,Positive,97.5624647259598
1321,605,SMS,Negative,59.05804934685959
1225,606,App Notification,Positive,468.7201789639066
1715,607,SMS,Positive,442.7417357325187
1112,608,Email,Positive,211.3019479401942
1017,609,Email,Positive,95.23575277441708
1848,610,Social Media,Positive,355.19097175815625
1654,611,Email,Negative,447.4022238899387
1770,612,Social Media,Positive,488.5933339561776
1852,613,SMS,Negative,108.55576965779022
1594,614,Email,Positive,320.09480702736727
1314,615,Email,Positive,243.74796241623756
1694,616,Email,Negative,120.53765893807008
1121,617,Email,Negative,413.5531080309286
1415,618,Email,Positive,401.98589024339134
1010,619,SMS,Positive,484.09179290209187
1977,620,SMS,Positive,88.490219468476
1180,621,App Notification,Negative,157.49376248243956
1412,622,SMS,Positive,422.40899528615904
1834,623,SMS,Positive,227.94194997762372
1497,624,Social Media,Positive,264.17051429169044
1387,625,App Notification,Positive,325.18634972630855
1219,626,Social Media,Negative,233.8044872264949
1136,627,Social Media,Positive,65.92871279050834
1312,628,Social Media,Positive,321.79321489387047
1165,629,Social Media,Positive,152.99260521037297
1774,630,SMS,Negative,485.9919706041936
1960,631,App Notification,Negative,360.6465405089499
1418,632,Social Media,Negative,428.29437248776276
1430,633,App Notification,Positive,479.4806394294384
1033,634,SMS,Positive,78.49681460702311
1318,635,App Notification,Positive,116.91162879350127
1264,636,App Notification,Negative,413.61049964640455
1857,637,SMS,Positive,448.1562917921847
1711,638,Email,Positive,52.195431835854265
1274,639,Social Media,Positive,475.35112176426617
1409,640,Social Media,Positive,254.47025397331737
1173,641,SMS,Positive,258.18201190604066
1311,642,App Notification,Negative,445.43417107343527
1265,643,SMS,Negative,180.28975699576924
1631,644,Email,Negative,312.5709944163827
1682,645,App Notification,Positive,200.38522493539816
1413,646,Email,Positive,101.09953687614612
1551,647,SMS,Positive,211.3603601785917
1483,648,SMS,Positive,127.86461663615205
1182,649,SMS,Negative,284.44075447785997
1441,650,Email,Positive,288.4073821617153
1798,651,Social Media,Positive,246.7882659333933
1455,652,Email,Positive,128.21601699155173
1489,653,Email,Positive,103.42948670393096
1046,654,Email,Positive,97.07809826313519
1972,655,SMS,Positive,100.47413906534541
1292,656,Email,Negative,182.69521596657682
1989,657,Social Media,Negative,50.83898565808514
